urn:ogc:def:parameter:x-istsos:1.0:time:iso8601,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM2.5:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM2.5,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM10:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM10,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:temperature:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:temperature,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity
2026-04-01T10:00:00+05:30,100,64.26,100,107.37,100,28.94,100,72.06
2026-04-02T10:00:00+05:30,100,62.11,100,110.76,100,29.99,100,69.86
2026-04-03T10:00:00+05:30,100,67.41,100,116.84,100,30.21,100,70.1
2026-04-04T10:00:00+05:30,100,67.42,100,121.18,100,29.53,100,65.82
2026-04-05T10:00:00+05:30,100,65.06,100,123.65,100,29.38,100,68.24
2026-04-06T10:00:00+05:30,100,60.9,100,132.4,100,29.64,100,62.8
2026-04-07T10:00:00+05:30,100,59.69,100,127.16,100,30.27,100,65.61
2026-04-08T10:00:00+05:30,100,60.76,100,123.37,100,29.89,100,63.17
2026-04-09T10:00:00+05:30,100,64.31,100,128.15,100,31.19,100,63.34
2026-04-10T10:00:00+05:30,100,65.44,100,137.35,100,30.24,100,65.97
2026-04-11T10:00:00+05:30,100,65.43,100,137.15,100,30.51,100,62.12
2026-04-12T10:00:00+05:30,100,63.25,100,131.38,100,31.06,100,62.6
2026-04-13T10:00:00+05:30,100,61.7,100,123.4,100,30.93,100,63.98
2026-04-14T10:00:00+05:30,100,63.44,100,129.76,100,32.83,100,65.19
2026-04-15T10:00:00+05:30,100,65.35,100,133.55,100,32.13,100,60.75
2026-04-16T10:00:00+05:30,100,62.12,100,137.07,100,32.12,100,59.94
2026-04-17T10:00:00+05:30,100,64.23,100,134.94,100,32.26,100,59.65
2026-04-18T10:00:00+05:30,100,64.92,100,128.53,100,32.37,100,59.37
2026-04-19T10:00:00+05:30,100,64.69,100,127.28,100,33.25,100,57.96
2026-04-20T10:00:00+05:30,100,57.9,100,129.98,100,34.31,100,56.83
2026-04-21T10:00:00+05:30,100,74.54,100,159.21,100,35.53,100,56.79
2026-04-22T10:00:00+05:30,100,56.89,100,117.81,100,35.78,100,56.53
2026-04-23T10:00:00+05:30,100,55.39,100,116.18,100,34.75,100,55.78
2026-04-24T10:00:00+05:30,100,52.24,100,109.87,100,35.41,100,55.05
2026-04-25T10:00:00+05:30,100,54.53,100,112.21,100,35.03,100,54.66
2026-04-26T10:00:00+05:30,100,53.51,100,106.2,100,35.49,100,55.85
2026-04-27T10:00:00+05:30,100,56.55,100,107.34,100,35.74,100,56.9
2026-04-28T10:00:00+05:30,100,60.19,100,111.63,100,34.97,100,57.5
2026-04-29T10:00:00+05:30,100,58.89,100,113.2,100,35.91,100,57.73
2026-04-30T10:00:00+05:30,100,60.11,100,114.75,100,36.29,100,56.03
2026-05-01T10:00:00+05:30,100,63.63,100,110.09,100,35.76,100,58.08
2026-05-02T10:00:00+05:30,100,61.58,100,115.03,100,36.25,100,56.66
2026-05-03T10:00:00+05:30,100,59.59,100,110.4,100,36.54,100,57.69
