urn:ogc:def:parameter:x-istsos:1.0:time:iso8601,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM2.5:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM2.5,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM10:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM10,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:temperature:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:temperature,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity
2026-04-01T10:00:00+05:30,100,97.85,100,180.53,100,27.81,100,73.51
2026-04-02T10:00:00+05:30,100,60.6,100,117.99,100,27.36,100,76.36
2026-04-03T10:00:00+05:30,100,59.11,100,116.83,100,27.43,100,79.18
2026-04-04T10:00:00+05:30,100,58.58,100,112.58,100,28.91,100,73.31
2026-04-05T10:00:00+05:30,100,59.52,100,117.15,100,27.62,100,74.15
2026-04-06T10:00:00+05:30,100,57.16,100,117.81,100,28.06,100,73.21
2026-04-07T10:00:00+05:30,100,54.73,100,123.52,100,27.25,100,75.5
2026-04-08T10:00:00+05:30,100,58.02,100,118.17,100,26.73,100,72.86
2026-04-09T10:00:00+05:30,100,58.9,100,112.19,100,27.24,100,69.75
2026-04-10T10:00:00+05:30,100,59.67,100,109.94,100,28.25,100,70.86
2026-04-11T10:00:00+05:30,100,61.89,100,119.32,100,27.49,100,70.53
2026-04-12T10:00:00+05:30,100,63.0,100,118.23,100,27.94,100,74.67
2026-04-13T10:00:00+05:30,100,61.71,100,123.68,100,27.36,100,69.48
2026-04-14T10:00:00+05:30,100,61.78,100,126.45,100,28.08,100,74.11
2026-04-15T10:00:00+05:30,100,60.84,100,128.81,100,28.26,100,69.59
2026-04-16T10:00:00+05:30,100,65.42,100,128.94,100,29.02,100,68.77
2026-04-17T10:00:00+05:30,100,63.62,100,134.18,100,28.96,100,69.04
2026-04-18T10:00:00+05:30,100,61.13,100,128.64,100,29.69,100,71.13
2026-04-19T10:00:00+05:30,100,60.9,100,128.57,100,28.35,100,72.11
2026-04-20T10:00:00+05:30,100,62.96,100,123.58,100,29.88,100,71.4
2026-04-21T10:00:00+05:30,100,60.19,100,118.52,100,29.93,100,68.9
2026-04-22T10:00:00+05:30,100,67.69,100,116.19,100,30.46,100,68.34
2026-04-23T10:00:00+05:30,100,70.92,100,116.66,100,29.78,100,70.3
2026-04-24T10:00:00+05:30,100,75.44,100,109.1,100,29.9,100,70.79
2026-04-25T10:00:00+05:30,100,77.03,100,115.24,100,31.16,100,66.61
2026-04-26T10:00:00+05:30,100,78.43,100,110.75,100,30.83,100,70.37
2026-04-27T10:00:00+05:30,100,78.31,100,116.98,100,31.87,100,67.16
2026-04-28T10:00:00+05:30,100,78.0,100,114.36,100,32.08,100,65.66
2026-04-29T10:00:00+05:30,100,77.53,100,114.66,100,31.99,100,67.02
2026-04-30T10:00:00+05:30,100,77.48,100,110.86,100,31.42,100,65.61
2026-05-01T10:00:00+05:30,100,77.55,100,118.7,100,32.38,100,66.81
2026-05-02T10:00:00+05:30,100,80.46,100,118.48,100,31.3,100,65.39
2026-05-03T10:00:00+05:30,100,81.38,100,124.41,100,31.42,100,65.49
