urn:ogc:def:parameter:x-istsos:1.0:time:iso8601,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM2.5:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM2.5,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM10:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM10,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:temperature:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:temperature,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity
2026-04-01T10:00:00+05:30,100,68.8,100,115.94,100,27.54,100,65.06
2026-04-02T10:00:00+05:30,100,65.52,100,111.09,100,27.2,100,63.07
2026-04-03T10:00:00+05:30,100,65.03,100,110.48,100,28.34,100,65.26
2026-04-04T10:00:00+05:30,100,62.02,100,111.13,100,27.83,100,63.51
2026-04-05T10:00:00+05:30,100,60.46,100,117.92,100,28.87,100,63.85
2026-04-06T10:00:00+05:30,100,61.64,100,116.6,100,28.03,100,64.89
2026-04-07T10:00:00+05:30,100,60.64,100,119.85,100,28.71,100,65.16
2026-04-08T10:00:00+05:30,100,58.59,100,127.65,100,28.09,100,67.46
2026-04-09T10:00:00+05:30,100,62.89,100,118.4,100,28.34,100,68.8
2026-04-10T10:00:00+05:30,100,64.92,100,117.98,100,28.2,100,65.93
2026-04-11T10:00:00+05:30,100,63.96,100,121.81,100,27.44,100,62.05
2026-04-12T10:00:00+05:30,100,60.15,100,124.18,100,28.65,100,61.59
2026-04-13T10:00:00+05:30,100,56.61,100,124.03,100,30.02,100,65.92
2026-04-14T10:00:00+05:30,100,54.1,100,123.11,100,28.22,100,62.05
2026-04-15T10:00:00+05:30,100,56.56,100,120.66,100,27.71,100,64.49
2026-04-16T10:00:00+05:30,100,63.45,100,125.76,100,28.07,100,61.78
2026-04-17T10:00:00+05:30,100,63.28,100,127.53,100,27.21,100,62.81
2026-04-18T10:00:00+05:30,100,60.78,100,124.8,100,28.2,100,60.78
2026-04-19T10:00:00+05:30,100,62.07,100,124.38,100,27.43,100,61.64
2026-04-20T10:00:00+05:30,100,61.35,100,123.15,100,27.46,100,60.6
2026-04-21T10:00:00+05:30,100,65.03,100,131.59,100,28.4,100,62.25
2026-04-22T10:00:00+05:30,100,98.48,100,200.0,100,27.55,100,60.68
2026-04-23T10:00:00+05:30,100,84.78,100,177.47,100,28.27,100,60.9
2026-04-24T10:00:00+05:30,100,61.36,100,131.47,100,27.96,100,57.26
2026-04-25T10:00:00+05:30,100,58.57,100,135.97,100,28.03,100,56.77
2026-04-26T10:00:00+05:30,100,59.4,100,138.93,100,28.01,100,57.69
2026-04-27T10:00:00+05:30,100,58.21,100,144.04,100,27.52,100,55.4
2026-04-28T10:00:00+05:30,100,59.59,100,139.93,100,28.7,100,57.78
2026-04-29T10:00:00+05:30,100,62.48,100,144.62,100,27.56,100,55.4
2026-04-30T10:00:00+05:30,100,66.63,100,141.27,100,27.03,100,56.26
2026-05-01T10:00:00+05:30,100,66.95,100,140.63,100,27.44,100,57.55
2026-05-02T10:00:00+05:30,100,70.79,100,142.39,100,27.32,100,53.15
2026-05-03T10:00:00+05:30,100,73.53,100,143.49,100,27.18,100,54.15
