urn:ogc:def:parameter:x-istsos:1.0:time:iso8601,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM2.5:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM2.5,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM10:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM10,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:temperature:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:temperature,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity
2026-04-01T10:00:00+05:30,100,81.65,100,137.81,100,29.69,100,69.74
2026-04-02T10:00:00+05:30,100,83.71,100,143.45,100,30.29,100,70.94
2026-04-03T10:00:00+05:30,100,59.81,100,91.62,100,30.39,100,71.37
2026-04-04T10:00:00+05:30,100,59.97,100,95.43,100,30.48,100,69.52
2026-04-05T10:00:00+05:30,100,63.14,100,99.39,100,30.93,100,70.28
2026-04-06T10:00:00+05:30,100,63.69,100,94.52,100,30.94,100,68.9
2026-04-07T10:00:00+05:30,100,59.3,100,92.18,100,30.76,100,67.36
2026-04-08T10:00:00+05:30,100,87.32,100,126.86,100,31.81,100,68.44
2026-04-09T10:00:00+05:30,100,66.41,100,93.04,100,31.57,100,67.19
2026-04-10T10:00:00+05:30,100,65.77,100,97.37,100,30.05,100,73.65
2026-04-11T10:00:00+05:30,100,62.84,100,96.71,100,32.12,100,71.15
2026-04-12T10:00:00+05:30,100,64.22,100,90.16,100,31.17,100,69.15
2026-04-13T10:00:00+05:30,100,63.36,100,89.6,100,32.09,100,74.3
2026-04-14T10:00:00+05:30,100,64.29,100,87.72,100,32.51,100,68.96
2026-04-15T10:00:00+05:30,100,60.89,100,81.95,100,32.0,100,70.19
2026-04-16T10:00:00+05:30,100,57.92,100,78.98,100,32.38,100,67.99
2026-04-17T10:00:00+05:30,100,56.8,100,75.76,100,33.01,100,68.31
2026-04-18T10:00:00+05:30,100,56.62,100,80.6,100,34.44,100,70.41
2026-04-19T10:00:00+05:30,100,51.51,100,84.64,100,33.55,100,69.36
2026-04-20T10:00:00+05:30,100,54.38,100,87.05,100,33.75,100,64.71
2026-04-21T10:00:00+05:30,100,53.11,100,83.19,100,34.05,100,66.3
2026-04-22T10:00:00+05:30,100,54.16,100,82.21,100,34.41,100,64.39
2026-04-23T10:00:00+05:30,100,54.72,100,72.5,100,35.18,100,65.52
2026-04-24T10:00:00+05:30,100,57.85,100,67.5,100,35.52,100,65.74
2026-04-25T10:00:00+05:30,100,58.88,100,68.86,100,36.62,100,65.08
2026-04-26T10:00:00+05:30,100,59.96,100,66.18,100,34.93,100,64.73
2026-04-27T10:00:00+05:30,100,62.87,100,75.73,100,36.24,100,64.08
2026-04-28T10:00:00+05:30,100,63.14,100,75.02,100,36.48,100,64.1
2026-04-29T10:00:00+05:30,100,61.26,100,70.72,100,36.63,100,62.65
2026-04-30T10:00:00+05:30,100,60.97,100,71.26,100,36.46,100,63.93
2026-05-01T10:00:00+05:30,100,60.17,100,65.34,100,37.04,100,62.19
2026-05-02T10:00:00+05:30,100,58.24,100,66.06,100,37.29,100,61.92
2026-05-03T10:00:00+05:30,100,59.22,100,65.45,100,36.91,100,63.25
