urn:ogc:def:parameter:x-istsos:1.0:time:iso8601,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM2.5:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM2.5,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM10:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM10,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:temperature:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:temperature,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity
2026-04-01T10:00:00+05:30,100,42.37,100,60.48,100,29.04,100,64.88
2026-04-02T10:00:00+05:30,100,44.01,100,62.63,100,28.85,100,61.79
2026-04-03T10:00:00+05:30,100,45.34,100,55.95,100,29.05,100,62.34
2026-04-04T10:00:00+05:30,100,47.3,100,53.03,100,28.7,100,61.69
2026-04-05T10:00:00+05:30,100,48.96,100,66.99,100,29.48,100,59.79
2026-04-06T10:00:00+05:30,100,49.08,100,66.89,100,29.46,100,63.45
2026-04-07T10:00:00+05:30,100,47.03,100,75.11,100,29.53,100,59.23
2026-04-08T10:00:00+05:30,100,64.34,100,87.72,100,31.06,100,58.69
2026-04-09T10:00:00+05:30,100,43.67,100,60.0,100,29.34,100,60.03
2026-04-10T10:00:00+05:30,100,39.07,100,51.85,100,29.88,100,60.64
2026-04-11T10:00:00+05:30,100,35.98,100,52.49,100,30.66,100,59.65
2026-04-12T10:00:00+05:30,100,39.97,100,53.29,100,29.15,100,59.57
2026-04-13T10:00:00+05:30,100,44.86,100,70.03,100,29.53,100,61.52
2026-04-14T10:00:00+05:30,100,43.74,100,56.87,100,29.86,100,58.37
2026-04-15T10:00:00+05:30,100,79.88,100,105.9,100,29.96,100,57.19
2026-04-16T10:00:00+05:30,100,48.66,100,76.0,100,30.21,100,57.9
2026-04-17T10:00:00+05:30,100,44.74,100,64.04,100,30.46,100,57.62
2026-04-18T10:00:00+05:30,100,45.1,100,67.17,100,30.8,100,60.25
2026-04-19T10:00:00+05:30,100,45.71,100,72.25,100,30.31,100,57.1
2026-04-20T10:00:00+05:30,100,46.69,100,67.23,100,30.89,100,55.57
2026-04-21T10:00:00+05:30,100,47.82,100,64.89,100,30.4,100,58.34
2026-04-22T10:00:00+05:30,100,47.48,100,62.45,100,32.26,100,57.05
2026-04-23T10:00:00+05:30,100,53.08,100,75.4,100,31.99,100,56.82
2026-04-24T10:00:00+05:30,100,55.04,100,87.99,100,30.98,100,54.24
2026-04-25T10:00:00+05:30,100,56.22,100,74.05,100,31.73,100,53.58
2026-04-26T10:00:00+05:30,100,57.1,100,85.8,100,32.51,100,54.78
2026-04-27T10:00:00+05:30,100,58.55,100,85.3,100,32.58,100,52.62
2026-04-28T10:00:00+05:30,100,58.16,100,88.73,100,32.53,100,54.11
2026-04-29T10:00:00+05:30,100,66.49,100,104.0,100,32.69,100,52.26
2026-04-30T10:00:00+05:30,100,69.08,100,89.97,100,32.53,100,50.66
2026-05-01T10:00:00+05:30,100,66.02,100,91.22,100,31.95,100,50.28
2026-05-02T10:00:00+05:30,100,67.04,100,89.01,100,32.31,100,52.84
2026-05-03T10:00:00+05:30,100,71.33,100,101.88,100,32.84,100,51.48
