urn:ogc:def:parameter:x-istsos:1.0:time:iso8601,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM2.5:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM2.5,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM10:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:PM10,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:temperature:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:temperature,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity:Quality,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity
2026-04-01T10:00:00+05:30,100,60.55,100,113.98,100,28.47,100,72.08
2026-04-02T10:00:00+05:30,100,61.93,100,107.45,100,28.27,100,71.73
2026-04-03T10:00:00+05:30,100,62.98,100,115.83,100,29.09,100,73.75
2026-04-04T10:00:00+05:30,100,66.41,100,121.32,100,26.61,100,73.39
2026-04-05T10:00:00+05:30,100,67.88,100,121.9,100,27.02,100,71.92
2026-04-06T10:00:00+05:30,100,67.83,100,116.2,100,27.68,100,71.95
2026-04-07T10:00:00+05:30,100,63.7,100,118.11,100,28.4,100,71.11
2026-04-08T10:00:00+05:30,100,63.46,100,115.87,100,27.6,100,71.29
2026-04-09T10:00:00+05:30,100,66.59,100,117.79,100,28.53,100,69.37
2026-04-10T10:00:00+05:30,100,63.95,100,118.56,100,28.46,100,69.27
2026-04-11T10:00:00+05:30,100,67.1,100,120.12,100,28.77,100,70.38
2026-04-12T10:00:00+05:30,100,67.41,100,115.43,100,27.77,100,70.53
2026-04-13T10:00:00+05:30,100,69.54,100,118.01,100,28.62,100,69.35
2026-04-14T10:00:00+05:30,100,101.77,100,168.71,100,28.61,100,69.31
2026-04-15T10:00:00+05:30,100,67.72,100,108.81,100,27.87,100,66.67
2026-04-16T10:00:00+05:30,100,70.12,100,107.24,100,28.37,100,67.93
2026-04-17T10:00:00+05:30,100,68.65,100,112.96,100,27.63,100,63.47
2026-04-18T10:00:00+05:30,100,65.73,100,110.95,100,28.2,100,67.28
2026-04-19T10:00:00+05:30,100,70.35,100,110.99,100,27.65,100,65.78
2026-04-20T10:00:00+05:30,100,70.46,100,105.89,100,27.02,100,62.22
2026-04-21T10:00:00+05:30,100,72.4,100,106.61,100,27.17,100,63.02
2026-04-22T10:00:00+05:30,100,76.72,100,104.06,100,27.62,100,63.25
2026-04-23T10:00:00+05:30,100,69.3,100,102.27,100,26.5,100,64.25
2026-04-24T10:00:00+05:30,100,66.33,100,98.64,100,27.19,100,62.19
2026-04-25T10:00:00+05:30,100,69.7,100,98.25,100,28.71,100,65.59
2026-04-26T10:00:00+05:30,100,72.08,100,96.64,100,27.56,100,63.58
2026-04-27T10:00:00+05:30,100,75.63,100,87.49,100,27.07,100,64.13
2026-04-28T10:00:00+05:30,100,76.95,100,83.27,100,28.47,100,62.0
2026-04-29T10:00:00+05:30,100,75.95,100,88.61,100,28.41,100,64.3
2026-04-30T10:00:00+05:30,100,73.3,100,87.53,100,28.9,100,65.4
2026-05-01T10:00:00+05:30,100,77.28,100,89.77,100,29.39,100,57.23
2026-05-02T10:00:00+05:30,100,76.59,100,90.72,100,27.94,100,61.32
2026-05-03T10:00:00+05:30,100,72.73,100,90.71,100,28.71,100,60.64
